title,year,venue,doi,url,source,query,score
Tactile sensing in intelligent robotic manipulation – a review,2005,Industrial Robot: An International Journal,10.1108/01439910510573318,https://doi.org/10.1108/01439910510573318,crossref,tactile contact detection robot manipulation,0.400
Telepresence and stability analysis for haptic tele-manipulation with short time delay,2005,2005 IEEE/RSJ International Conference on Intelligent Robots and Systems,10.1109/iros.2005.1545455,https://doi.org/10.1109/iros.2005.1545455,crossref,haptic residuals contact detection manipulation,0.400
Visual and Tactile-Based Terrain Analysis Using a Cylindrical Mobile Robot,2005,"Journal of Dynamic Systems, Measurement, and Control",10.1115/1.2168478,https://doi.org/10.1115/1.2168478,crossref,tactile prediction error robot control,0.400
A PVDF Tactile Sensor for Static Contact Force and Contact Temperature,2006,2006 5th IEEE Conference on Sensors,10.1109/icsens.2007.355574,https://doi.org/10.1109/icsens.2007.355574,crossref,tactile contact detection robot manipulation,0.400
A modular haptic rendering algorithm for stable and transparent 6-DOF manipulation,2006,IEEE Transactions on Robotics,10.1109/tro.2006.876897,https://doi.org/10.1109/tro.2006.876897,crossref,haptic residuals contact detection manipulation,0.400
Direct Touch and Manipulation of Native 3D Models With Haptic Interface in the Mainstream CAD Systems,2006,Manufacturing Engineering and Textile Engineering,10.1115/imece2006-13633,https://doi.org/10.1115/imece2006-13633,crossref,haptic residuals contact detection manipulation,0.400
Haptic Simulation of Multibody Contact Dynamics for Fixture Loading Planning,2006,2006 IEEE International Conference on Automation Science and Engineering,10.1109/coase.2006.326898,https://doi.org/10.1109/coase.2006.326898,crossref,haptic residuals contact detection manipulation,0.400
Haptic-Auditory Rendering and Perception of Contact Stiffness,2006,Lecture Notes in Computer Science,10.1007/11821731_3,https://doi.org/10.1007/11821731_3,crossref,haptic residuals contact detection manipulation,0.400
Modeling and control of multiple-contact manipulation without modeling friction,2006,2006 American Control Conference,10.1109/acc.2006.1657215,https://doi.org/10.1109/acc.2006.1657215,crossref,haptic residuals contact detection manipulation,0.400
Multi-finger haptic interaction for soft tissue exclusion manipulation,2006,ACM SIGGRAPH 2006 Research posters on   - SIGGRAPH '06,10.1145/1179622.1179693,https://doi.org/10.1145/1179622.1179693,crossref,haptic residuals contact detection manipulation,0.400
Tactile orientation constancy: Do proprioception and attention affect the tactile vertical?<sup>1</sup>,2006,Japanese Psychological Research,10.1111/j.1468-5884.2006.00322.x,https://doi.org/10.1111/j.1468-5884.2006.00322.x,crossref,proprioception tactile contact anomaly robot,0.400
A haptic tele-manipulation environment for a vibration-driven micromechatronic device,2007,2007 IEEE/ASME international conference on advanced intelligent mechatronics,10.1109/aim.2007.4412589,https://doi.org/10.1109/aim.2007.4412589,crossref,haptic residuals contact detection manipulation,0.400
A modeling of frictional contact for haptic display,2007,"2007 International Conference on Control, Automation and Systems",10.1109/iccas.2007.4407068,https://doi.org/10.1109/iccas.2007.4407068,crossref,haptic residuals contact detection manipulation,0.400
Comparison of Prediction-Error-Modelling Criteria,2007,2007 American Control Conference,10.1109/acc.2007.4283020,https://doi.org/10.1109/acc.2007.4283020,crossref,tactile prediction error robot control,0.400
Contact Identification using Tactile Arrays,2007,2007 IEEE International Symposium on Signal Processing and Information Technology,10.1109/isspit.2007.4458144,https://doi.org/10.1109/isspit.2007.4458144,crossref,proprioception tactile contact anomaly robot,0.400
Error Detection and Prediction Algorithms: Application in Robotics,2007,Journal of Intelligent and Robotic Systems,10.1007/s10846-006-9094-9,https://doi.org/10.1007/s10846-006-9094-9,crossref,tactile prediction error robot control,0.400
Grip-slip: A Slip/Shear tactile display master unit for grip tasks,2007,2007 Mediterranean Conference on Control &amp; Automation,10.1109/med.2007.4433881,https://doi.org/10.1109/med.2007.4433881,crossref,slip detection tactile manipulation robot,0.400
Haptic applications for molecular structure manipulation,2007,Journal of Molecular Graphics and Modelling,10.1016/j.jmgm.2006.07.005,https://doi.org/10.1016/j.jmgm.2006.07.005,crossref,haptic residuals contact detection manipulation,0.400
Haptic manipulation of virtual linkages with kinematic loops,2007,2007 IEEE/ASME international conference on advanced intelligent mechatronics,10.1109/aim.2007.4412416,https://doi.org/10.1109/aim.2007.4412416,crossref,haptic residuals contact detection manipulation,0.400
MHaptic : a Haptic Manipulation Library for Generic Virtual Environments,2007,2007 International Conference on Cyberworlds (CW'07),10.1109/cw.2007.54,https://doi.org/10.1109/cw.2007.54,crossref,haptic residuals contact detection manipulation,0.400
MPC-Relevant Prediction-Error Identification,2007,2007 American Control Conference,10.1109/acc.2007.4282550,https://doi.org/10.1109/acc.2007.4282550,crossref,tactile prediction error robot control,0.400
Providing Simulation of Medical Manipulation with Haptic Feedback,2007,17th International Conference on Artificial Reality and Telexistence (ICAT 2007),10.1109/icat.2007.14,https://doi.org/10.1109/icat.2007.14,crossref,haptic residuals contact detection manipulation,0.400
Shaping Event-Based Haptic Transients Via an Improved Understanding of Real Contact Dynamics,2007,Second Joint EuroHaptics Conference and Symposium on Haptic Interfaces for Virtual Environment and Teleoperator Systems (WHC'07),10.1109/whc.2007.102,https://doi.org/10.1109/whc.2007.102,crossref,haptic residuals contact detection manipulation,0.400
Soft Finger Model with Adaptive Contact Geometry for Grasping and Manipulation Tasks,2007,Second Joint EuroHaptics Conference and Symposium on Haptic Interfaces for Virtual Environment and Teleoperator Systems (WHC'07),10.1109/whc.2007.103,https://doi.org/10.1109/whc.2007.103,crossref,haptic residuals contact detection manipulation,0.400
A Five DOF haptic rendering algorithm using multiple contact points,2008,IEEE SoutheastCon 2008,10.1109/secon.2008.4494300,https://doi.org/10.1109/secon.2008.4494300,crossref,haptic residuals contact detection manipulation,0.400
Active Manipulation of Users in Haptic-Enabled Virtual Environments,2008,Proceedings of the First International Conference on Ambient Media and Systems,10.4108/icst.ambisys2008.2910,https://doi.org/10.4108/icst.ambisys2008.2910,crossref,haptic residuals contact detection manipulation,0.400
Design of a Tactile Sensor for Robot Hands,2008,Sensors: Focus on Tactile Force and Stress Sensors,10.5772/6626,https://doi.org/10.5772/6626,crossref,tactile contact detection robot manipulation,0.400
Development of Anthropomorphic Robot Hand with Tactile Sensor:SKKU Hand II,2008,Sensors: Focus on Tactile Force and Stress Sensors,10.5772/6625,https://doi.org/10.5772/6625,crossref,tactile contact detection robot manipulation,0.400
Fast and Accurate Tactile Sensor System for a Human-Interactive Robot,2008,Sensors: Focus on Tactile Force and Stress Sensors,10.5772/6628,https://doi.org/10.5772/6628,crossref,tactile contact detection robot manipulation,0.400
HAND MANIPULATION TRAINING IN HAPTIC VIRTUAL ENVIRONMENTS,2008,International Journal of Information Acquisition,10.1142/s021987890800165x,https://doi.org/10.1142/s021987890800165x,crossref,haptic residuals contact detection manipulation,0.400
OBJECT EXPLORATION WITH A HUMANOID ROBOT - Using Tactile and Kinesthetic Feedback,2008,"Proceedings of the Fifth International Conference on Informatics in Control, Automation and Robotics Service",10.5220/0001502702740281,https://doi.org/10.5220/0001502702740281,crossref,tactile prediction error robot control,0.400
Optimisation of prehension force through tactile sensing,2008,Industrial Robot: An International Journal,10.1108/01439910810876454,https://doi.org/10.1108/01439910810876454,crossref,unexpected contact robot tactile sensing,0.400
Recognition of Contact State of Four Layers Arrayed Type Tactile Sensor by Using Neural Networks,2008,Sensors: Focus on Tactile Force and Stress Sensors,10.5772/6635,https://doi.org/10.5772/6635,crossref,tactile contact detection robot manipulation,0.400
Tactile Sensing for Robotic Applications,2008,Sensors: Focus on Tactile Force and Stress Sensors,10.5772/6627,https://doi.org/10.5772/6627,crossref,unexpected contact robot tactile sensing,0.400
Tactile Sensor Without Wire and Sensing Element in the Tactile Region Using New Rubber Material,2008,Sensors: Focus on Tactile Force and Stress Sensors,10.5772/6634,https://doi.org/10.5772/6634,crossref,unexpected contact robot tactile sensing,0.400
The Touch Thimble: Providing Fingertip Contact Feedback During Point-Force Haptic Interaction,2008,2008 Symposium on Haptic Interfaces for Virtual Environment and Teleoperator Systems,10.1109/haptics.2008.4479950,https://doi.org/10.1109/haptics.2008.4479950,crossref,haptic residuals contact detection manipulation,0.400
The use of proprioception and tactile information in haptic search,2008,Acta Psychologica,10.1016/j.actpsy.2008.04.011,https://doi.org/10.1016/j.actpsy.2008.04.011,crossref,proprioception tactile contact anomaly robot,0.400
Advanced Virtual Manipulation based on Modular Haptic Devices,2009,IFAC Proceedings Volumes,10.3182/20090909-4-jp-2010.00005,https://doi.org/10.3182/20090909-4-jp-2010.00005,crossref,haptic residuals contact detection manipulation,0.400
An empirical model for multi-contact point haptic network traffic,2009,Proceedings of the 2nd International ICST Conference on Immersive Telecommunications,10.4108/immerscom.2009.18,https://doi.org/10.4108/immerscom.2009.18,crossref,haptic residuals contact detection manipulation,0.400
Development of a contact width sensor for tactile tele-presentation of softness,2009,RO-MAN 2009 - The 18th IEEE International Symposium on Robot and Human Interactive Communication,10.1109/roman.2009.5326277,https://doi.org/10.1109/roman.2009.5326277,crossref,tactile contact detection robot manipulation,0.400
Direct Control of an Active Tactile Sensor Using Echo State Networks,2009,Cognitive Systems Monographs,10.1007/978-3-642-10403-9_2,https://doi.org/10.1007/978-3-642-10403-9_2,crossref,tactile prediction error robot control,0.400
Minimally assistive robot training for proprioception enhancement,2009,Experimental Brain Research,10.1007/s00221-008-1680-6,https://doi.org/10.1007/s00221-008-1680-6,crossref,proprioception tactile contact anomaly robot,0.400
Multifinger haptic interface for bimanual manipulation of virtual objects,2009,2009 IEEE International Workshop on Haptic Audio visual Environments and Games,10.1109/have.2009.5356128,https://doi.org/10.1109/have.2009.5356128,crossref,haptic residuals contact detection manipulation,0.400
Path-planning and manipulation of nanotubes using visual and haptic guidance,2009,"2009 IEEE International Conference on Virtual Environments, Human-Computer Interfaces and Measurements Systems",10.1109/vecims.2009.5068855,https://doi.org/10.1109/vecims.2009.5068855,crossref,haptic residuals contact detection manipulation,0.400
Performance related energy exchange in haptic human-human interaction in a shared virtual object manipulation task,2009,World Haptics 2009 - Third Joint EuroHaptics conference and Symposium on Haptic Interfaces for Virtual Environment and Teleoperator Systems,10.1109/whc.2009.4810854,https://doi.org/10.1109/whc.2009.4810854,crossref,haptic residuals contact detection manipulation,0.400
Precise manipulation of GUI on a touch screen with haptic cues,2009,World Haptics 2009 - Third Joint EuroHaptics conference and Symposium on Haptic Interfaces for Virtual Environment and Teleoperator Systems,10.1109/whc.2009.4810865,https://doi.org/10.1109/whc.2009.4810865,crossref,haptic residuals contact detection manipulation,0.400
Signal manipulation based on perceptual thresholds enhances surface experience with common haptic device,2009,World Haptics 2009 - Third Joint EuroHaptics conference and Symposium on Haptic Interfaces for Virtual Environment and Teleoperator Systems,10.1109/whc.2009.4810825,https://doi.org/10.1109/whc.2009.4810825,crossref,haptic residuals contact detection manipulation,0.400
Six-DoF haptic rendering of contact between geometrically complex reduced deformable models: Haptic demo,2009,World Haptics 2009 - Third Joint EuroHaptics conference and Symposium on Haptic Interfaces for Virtual Environment and Teleoperator Systems,10.1109/whc.2009.4810910,https://doi.org/10.1109/whc.2009.4810910,crossref,haptic residuals contact detection manipulation,0.400
Tactile Detection Threshold,2009,Encyclopedia of Neuroscience,10.1007/978-3-540-29678-2_5866,https://doi.org/10.1007/978-3-540-29678-2_5866,crossref,contact event detection tactile robot,0.400
Acquisition of tactile information by vision-based tactile sensor for dexterous handling of robot hands,2010,2010 IEEE/RSJ International Conference on Intelligent Robots and Systems,10.1109/iros.2010.5650969,https://doi.org/10.1109/iros.2010.5650969,crossref,proprioception tactile contact anomaly robot,0.400
Analysis of collision detection algorithms in haptic environments,2010,2010 IEEE International Symposium on Haptic Audio Visual Environments and Games,10.1109/have.2010.5623969,https://doi.org/10.1109/have.2010.5623969,crossref,haptic residuals contact detection manipulation,0.400
Design of a novel finger haptic interface for contact and orientation display,2010,2010 IEEE Haptics Symposium,10.1109/haptic.2010.5444667,https://doi.org/10.1109/haptic.2010.5444667,crossref,haptic residuals contact detection manipulation,0.400
Haptic manipulation of rational parametric planar cubics using shape constraints,2010,Proceedings of the 2010 ACM Symposium on Applied Computing,10.1145/1774088.1774354,https://doi.org/10.1145/1774088.1774354,crossref,haptic residuals contact detection manipulation,0.400
Haptic mouse with quick and flexible tactile feedback generated by double control loop,2010,19th International Symposium in Robot and Human Interactive Communication,10.1109/roman.2010.5598712,https://doi.org/10.1109/roman.2010.5598712,crossref,tactile prediction error robot control,0.400
Haptic tele-manipulation for robotic-assisted Minimally Invasive Surgery with explicit posture control,2010,"18th Mediterranean Conference on Control and Automation, MED'10",10.1109/med.2010.5547769,https://doi.org/10.1109/med.2010.5547769,crossref,haptic residuals contact detection manipulation,0.400
Interface electronics design for POSFET devices based tactile sensing systems,2010,19th International Symposium in Robot and Human Interactive Communication,10.1109/roman.2010.5598610,https://doi.org/10.1109/roman.2010.5598610,crossref,unexpected contact robot tactile sensing,0.400
Multi-step prediction error approach for controller performance monitoring,2010,Control Engineering Practice,10.1016/j.conengprac.2009.07.006,https://doi.org/10.1016/j.conengprac.2009.07.006,crossref,tactile prediction error robot control,0.400
Non-Contact On-Chip Manipulation of 3-D Microtools and Its Applications,2010,Next-Generation Actuators Leading Breakthroughs,10.1007/978-1-84882-991-6_12,https://doi.org/10.1007/978-1-84882-991-6_12,crossref,haptic residuals contact detection manipulation,0.400
Object manipulation in visuo-haptic augmented reality with physics-based animation,2010,19th International Symposium in Robot and Human Interactive Communication,10.1109/roman.2010.5598707,https://doi.org/10.1109/roman.2010.5598707,crossref,haptic residuals contact detection manipulation,0.400
Passivity-based Analysis and Design of Multi-Contact Haptic Systems via LMIs,2010,Advances in Haptics,10.5772/8681,https://doi.org/10.5772/8681,crossref,haptic residuals contact detection manipulation,0.400
Some observations on prediction error minimization,2010,UKACC International Conference on CONTROL 2010,10.1049/ic.2010.0458,https://doi.org/10.1049/ic.2010.0458,crossref,tactile prediction error robot control,0.400
Tactile Displays for Human-Robot Interaction,2010,PsycEXTRA Dataset,10.1037/e578792012-008,https://doi.org/10.1037/e578792012-008,crossref,tactile contact detection robot manipulation,0.400
Tactile Sensing—From Humans to Humanoids,2010,IEEE Transactions on Robotics,10.1109/tro.2009.2033627,https://doi.org/10.1109/tro.2009.2033627,crossref,unexpected contact robot tactile sensing,0.400
Tactile sensing: Steps to artificial somatosensory maps,2010,19th International Symposium in Robot and Human Interactive Communication,10.1109/roman.2010.5598697,https://doi.org/10.1109/roman.2010.5598697,crossref,unexpected contact robot tactile sensing,0.400
Two-handed Haptic Manipulation for CAD and VR Applications,2010,Computer-Aided Design and Applications,10.3722/cadaps.2010.125-138,https://doi.org/10.3722/cadaps.2010.125-138,crossref,haptic residuals contact detection manipulation,0.400
Using Haptic Technology to Improve Non-Contact Handling: the “Haptic Tweezer” Concept,2010,Advances in Haptics,10.5772/8692,https://doi.org/10.5772/8692,crossref,haptic residuals contact detection manipulation,0.400
Comparing Path Steering between Non-Haptic and Haptic 3D Manipulation Tasks: Users' Performance and Models,2011,Intelligent Systems and Control / 742: Computational Bioscience,10.2316/p.2011.741-002,https://doi.org/10.2316/p.2011.741-002,crossref,haptic residuals contact detection manipulation,0.400
Configuration-based optimization for six degree-of-freedom haptic rendering for fine manipulation,2011,2011 IEEE International Conference on Robotics and Automation,10.1109/icra.2011.5979754,https://doi.org/10.1109/icra.2011.5979754,crossref,haptic residuals contact detection manipulation,0.400
Design and Experiment of Flexible Multi-Functional Tactile Sensors for Robot Skin,2011,ROBOT,10.3724/sp.j.1218.2011.00347,https://doi.org/10.3724/sp.j.1218.2011.00347,crossref,tactile contact detection robot manipulation,0.400
Detection of Haptic Contours: Background and Contour Density,2011,PsycEXTRA Dataset,10.1037/e520602012-452,https://doi.org/10.1037/e520602012-452,crossref,haptic residuals contact detection manipulation,0.400
Expanding Haptic Workspace for Coupled-Object Manipulation,2011,ASME 2011 World Conference on Innovative Virtual Reality,10.1115/winvr2011-5585,https://doi.org/10.1115/winvr2011-5585,crossref,haptic residuals contact detection manipulation,0.400
Exploration of Tactile Contact in a Haptic Display: Effects of Contact Velocity and Transient Vibrations,2011,IEEE Transactions on Haptics,10.1109/toh.2010.26,https://doi.org/10.1109/toh.2010.26,crossref,haptic residuals contact detection manipulation,0.400
From Pareto Inter-Contact Times to Residuals,2011,IEEE Communications Letters,10.1109/lcomm.2011.090911.111467,https://doi.org/10.1109/lcomm.2011.090911.111467,crossref,haptic residuals contact detection manipulation,0.400
Human-Inspired Robotic Grasp Control With Tactile Sensing,2011,IEEE Transactions on Robotics,10.1109/tro.2011.2162271,https://doi.org/10.1109/tro.2011.2162271,crossref,unexpected contact robot tactile sensing,0.400
Humanoid Multimodal Tactile-Sensing Modules,2011,IEEE Transactions on Robotics,10.1109/tro.2011.2106330,https://doi.org/10.1109/tro.2011.2106330,crossref,unexpected contact robot tactile sensing,0.400
Impact of proprioception and tactile sensations in the mouth on the perceived thickness of semi-solid foods,2011,Food Quality and Preference,10.1016/j.foodqual.2010.09.006,https://doi.org/10.1016/j.foodqual.2010.09.006,crossref,proprioception tactile contact anomaly robot,0.400
Learning Dynamic Tactile Sensing With Robust Vision-Based Training,2011,IEEE Transactions on Robotics,10.1109/tro.2011.2121130,https://doi.org/10.1109/tro.2011.2121130,crossref,unexpected contact robot tactile sensing,0.400
MANIPULATION OF A MOBILE MODULAR MANIPULATOR INTERACTING WITH THE ENVIRONMENT WITH THE ASSISTANCE OF TACTILE SENSING FEEDBACK,2011,International Journal of Humanoid Robotics,10.1142/s0219843611002666,https://doi.org/10.1142/s0219843611002666,crossref,tactile contact detection robot manipulation,0.400
Majority Voting: Material Classification by Tactile Sensing Using Surface Texture,2011,IEEE Transactions on Robotics,10.1109/tro.2011.2127110,https://doi.org/10.1109/tro.2011.2127110,crossref,unexpected contact robot tactile sensing,0.400
Protein secondary structure prediction via kernel minimum squared error,2011,2011 3rd International Conference on Advanced Computer Control,10.1109/icacc.2011.6016361,https://doi.org/10.1109/icacc.2011.6016361,crossref,tactile prediction error robot control,0.400
"Stable, adaptive interaction and contact transition control of a high inertia haptic interface for haptic simulation in gait rehabilitation",2011,2011 IEEE International Conference on Robotics and Automation,10.1109/icra.2011.5980396,https://doi.org/10.1109/icra.2011.5980396,crossref,haptic residuals contact detection manipulation,0.400
Tactile Sensing for Mobile Manipulation,2011,IEEE Transactions on Robotics,10.1109/tro.2011.2134130,https://doi.org/10.1109/tro.2011.2134130,crossref,tactile contact detection robot manipulation,0.400
Tactile sensing,2011,Proceedings of the 6th international conference on Human-robot interaction,10.1145/1957656.1957700,https://doi.org/10.1145/1957656.1957700,crossref,unexpected contact robot tactile sensing,0.400
Tactile-Data Classification of Contact Materials Using Computational Intelligence,2011,IEEE Transactions on Robotics,10.1109/tro.2011.2130030,https://doi.org/10.1109/tro.2011.2130030,crossref,tactile contact detection robot manipulation,0.400
- Tactile Sensing and Tactile Imaging in Detection of Cancer,2012,Biosensors and Molecular Technologies for Cancer Diagnostics,10.1201/b12138-22,https://doi.org/10.1201/b12138-22,crossref,unexpected contact robot tactile sensing,0.400
6-DoF miniature maglev positioning stage for application in haptic micro-manipulation,2012,Mechatronics,10.1016/j.mechatronics.2012.08.002,https://doi.org/10.1016/j.mechatronics.2012.08.002,crossref,haptic residuals contact detection manipulation,0.400
A telerobotic manipulation system for an immerse ultrasonic examination using haptic constraints,2012,2012 IEEE International Symposium on Industrial Electronics,10.1109/isie.2012.6237340,https://doi.org/10.1109/isie.2012.6237340,crossref,haptic residuals contact detection manipulation,0.400
Evidence of Tactile Dom Minance When Integrated with Proprioception–Application to Haptic Feedback Interfaces,2012,Procedia Engineering,10.1016/j.proeng.2012.07.280,https://doi.org/10.1016/j.proeng.2012.07.280,crossref,proprioception tactile contact anomaly robot,0.400
Force feedback exploiting tactile and proximal force/torque sensing,2012,Autonomous Robots,10.1007/s10514-012-9291-2,https://doi.org/10.1007/s10514-012-9291-2,crossref,unexpected contact robot tactile sensing,0.400
Haptic Rendering Methods for Multiple Contact Points,2012,Springer Series on Touch and Haptic Systems,10.1007/978-1-4471-2754-3_9,https://doi.org/10.1007/978-1-4471-2754-3_9,crossref,haptic residuals contact detection manipulation,0.400
Introduction to Tactile Sensing and Display,2012,Tactile Sensing and Displays,10.1002/9781118357989.ch1,https://doi.org/10.1002/9781118357989.ch1,crossref,unexpected contact robot tactile sensing,0.400
Object texture recognition by dynamic tactile sensing using active exploration,2012,2012 IEEE RO-MAN: The 21st IEEE International Symposium on Robot and Human Interactive Communication,10.1109/roman.2012.6343766,https://doi.org/10.1109/roman.2012.6343766,crossref,unexpected contact robot tactile sensing,0.400
User Performance in complex bi-manual haptic manipulation with 3 DOFs vs. 6 DOFs,2012,2012 IEEE Haptics Symposium (HAPTICS),10.1109/haptic.2012.6183808,https://doi.org/10.1109/haptic.2012.6183808,crossref,haptic residuals contact detection manipulation,0.400
"Vision based haptic multisensor for manipulation of soft, fragile objects",2012,2012 IEEE Sensors,10.1109/icsens.2012.6411035,https://doi.org/10.1109/icsens.2012.6411035,crossref,haptic residuals contact detection manipulation,0.400
A framework for anomaly detection of robot behaviors,2013,2013 13th International Conference on Autonomous Robot Systems,10.1109/robotica.2013.6623519,https://doi.org/10.1109/robotica.2013.6623519,crossref,proprioception tactile contact anomaly robot,0.400
Comparison of prediction error methods and subspace identification methods for rivers,2013,2013 Australian Control Conference,10.1109/aucc.2013.6697309,https://doi.org/10.1109/aucc.2013.6697309,crossref,tactile prediction error robot control,0.400
Contact Detection,2013,Numerical Methods in Contact Mechanics,10.1002/9781118647974.ch3,https://doi.org/10.1002/9781118647974.ch3,crossref,haptic residuals contact detection manipulation,0.400
Controlled Lagrangian particle tracking error under biased flow prediction,2013,2013 American Control Conference,10.1109/acc.2013.6580222,https://doi.org/10.1109/acc.2013.6580222,crossref,tactile prediction error robot control,0.400
Delayed influence of tactile–visual input on proprioception in autism: Evidence from the rubber hand illusion,2013,Multisensory Research,10.1163/22134808-000s0014,https://doi.org/10.1163/22134808-000s0014,crossref,proprioception tactile contact anomaly robot,0.400
Energy-consistent haptic rendering of contact forces,2013,2013 IEEE/RSJ International Conference on Intelligent Robots and Systems,10.1109/iros.2013.6697005,https://doi.org/10.1109/iros.2013.6697005,crossref,haptic residuals contact detection manipulation,0.400
Hand Tremor Analysis Using Rigid Body Manipulation in a Dynamic Virtual Haptic Environment,2013,Proceedings of Conference on Advances In Robotics,10.1145/2506095.2506136,https://doi.org/10.1145/2506095.2506136,crossref,haptic residuals contact detection manipulation,0.400
Hand tremor analysis using deformable object manipulation in a haptic environment,2013,2013 IEEE Point-of-Care Healthcare Technologies (PHT),10.1109/pht.2013.6461273,https://doi.org/10.1109/pht.2013.6461273,crossref,haptic residuals contact detection manipulation,0.400
Haptic interaction with user manipulation for smartphone,2013,2013 IEEE International Conference on Consumer Electronics (ICCE),10.1109/icce.2013.6486789,https://doi.org/10.1109/icce.2013.6486789,crossref,haptic residuals contact detection manipulation,0.400
Human Tactile Sensing,2013,Robotic Tactile Sensing,10.1007/978-94-007-0579-1_3,https://doi.org/10.1007/978-94-007-0579-1_3,crossref,unexpected contact robot tactile sensing,0.400
Integrated Tactile Sensing on Silicon,2013,Robotic Tactile Sensing,10.1007/978-94-007-0579-1_6,https://doi.org/10.1007/978-94-007-0579-1_6,crossref,unexpected contact robot tactile sensing,0.400
POSFET II—The Tactile Sensing Chip,2013,Robotic Tactile Sensing,10.1007/978-94-007-0579-1_8,https://doi.org/10.1007/978-94-007-0579-1_8,crossref,unexpected contact robot tactile sensing,0.400
"Robotic Tactile Sensing: Technologies and System (Dahiya, R.S. and Valle, M.; 2013) [On the Shelf]",2013,IEEE Robotics &amp; Automation Magazine,10.1109/mra.2013.2255515,https://doi.org/10.1109/mra.2013.2255515,crossref,unexpected contact robot tactile sensing,0.400
TUTORIAL: Recent advance in collision/contact computation for haptic rendering,2013,2013 World Haptics Conference (WHC),10.1109/whc.2013.6548499,https://doi.org/10.1109/whc.2013.6548499,crossref,haptic residuals contact detection manipulation,0.400
Tactile Sensing Technologies,2013,Robotic Tactile Sensing,10.1007/978-94-007-0579-1_5,https://doi.org/10.1007/978-94-007-0579-1_5,crossref,unexpected contact robot tactile sensing,0.400
Tactile Sensing: Definitions and Classification,2013,Robotic Tactile Sensing,10.1007/978-94-007-0579-1_2,https://doi.org/10.1007/978-94-007-0579-1_2,crossref,unexpected contact robot tactile sensing,0.400
Toward Transparent Virtual Coupling for Haptic Interaction during Contact Tasks,2013,2013 World Haptics Conference (WHC),10.1109/whc.2013.6548402,https://doi.org/10.1109/whc.2013.6548402,crossref,haptic residuals contact detection manipulation,0.400
Visuo-haptic sensor for force measurement and contact shape estimation,2013,2013 IEEE International Symposium on Haptic Audio Visual Environments and Games (HAVE),10.1109/have.2013.6679605,https://doi.org/10.1109/have.2013.6679605,crossref,haptic residuals contact detection manipulation,0.400
Acquisition of Contact Force and Slippage Using a Vision-Based Tactile Sensor with a Fluid-Type Touchpad for the Dexterous Handling of Robots,2014,Advances in Robotics &amp; Automation,10.4172/2168-9695.1000116,https://doi.org/10.4172/2168-9695.1000116,crossref,tactile contact detection robot manipulation,0.400
Basics of Kinematic Robot Control,2014,Analysis and Design of Machine Learning Techniques,10.1007/978-3-658-04937-9_7,https://doi.org/10.1007/978-3-658-04937-9_7,crossref,tactile prediction error robot control,0.400
Configuration-space data-driven haptic rendering for multi-link multi-contact haptic interaction,2014,2014 IEEE Haptics Symposium (HAPTICS),10.1109/haptics.2014.6775528,https://doi.org/10.1109/haptics.2014.6775528,crossref,haptic residuals contact detection manipulation,0.400
Dynamic Tactile Sensing,2014,Springer Tracts in Advanced Robotics,10.1007/978-3-319-03017-3_18,https://doi.org/10.1007/978-3-319-03017-3_18,crossref,unexpected contact robot tactile sensing,0.400
Electro-tactile feedback system for achieving embodiment in a tele-operated robot,2014,2014 13th International Conference on Control Automation Robotics &amp; Vision (ICARCV),10.1109/icarcv.2014.7064573,https://doi.org/10.1109/icarcv.2014.7064573,crossref,tactile prediction error robot control,0.400
Fault detection using residuals method,2014,"2014 18th International Conference on System Theory, Control and Computing (ICSTCC)",10.1109/icstcc.2014.6982541,https://doi.org/10.1109/icstcc.2014.6982541,crossref,haptic residuals contact detection manipulation,0.400
Hand Tremor Quantification Using Virtual Object Manipulation in a Haptic Environment,2014,Proceedings of the Indian National Science Academy,10.16943/ptinsa/2014/v80i3/55139,https://doi.org/10.16943/ptinsa/2014/v80i3/55139,crossref,haptic residuals contact detection manipulation,0.400
Haptic Rendering for Simulation of Fine Manipulation,2014,,10.1007/978-3-662-44949-3,https://doi.org/10.1007/978-3-662-44949-3,crossref,haptic residuals contact detection manipulation,0.400
Implementation of skin manipulation in a haptic interface of needle intervention simulation,2014,"2014 14th International Conference on Control, Automation and Systems (ICCAS 2014)",10.1109/iccas.2014.6987882,https://doi.org/10.1109/iccas.2014.6987882,crossref,haptic residuals contact detection manipulation,0.400
Metadata-Weighted Score Fusion for Multimedia Event Detection,2014,2014 Canadian Conference on Computer and Robot Vision,10.1109/crv.2014.47,https://doi.org/10.1109/crv.2014.47,crossref,contact event detection tactile robot,0.400
Multi-contact Variable-Compliance Manipulation in Extreme Clutter,2014,,10.21236/ada617281,https://doi.org/10.21236/ada617281,crossref,haptic residuals contact detection manipulation,0.400
Pre- and Post-Contact Policy Decomposition for Planar Contact Manipulation Under Uncertainty,2014,Robotics: Science and Systems X,10.15607/rss.2014.x.034,https://doi.org/10.15607/rss.2014.x.034,crossref,haptic residuals contact detection manipulation,0.400
Programming manipulation tasks by demonstration in visuo-haptic augmented reality,2014,"2014 IEEE International Symposium on Haptic, Audio and Visual Environments and Games (HAVE) Proceedings",10.1109/have.2014.6954324,https://doi.org/10.1109/have.2014.6954324,crossref,haptic residuals contact detection manipulation,0.400
